id_asegurado,nombre_completo,documento_identidad,telefono,correo_electronico,fecha_registro,segmento,antiguedad_meses,ciudad,numero_polizas,reclamos_ultimos_12_meses,mora_actual,lista_restrictiva
ase-d7c33923,PIEDAD ROSALINDA ALMANSA LEON,1724549543,0994581540,diezadoracion@example.net,2025-08-25T09:47:46.51932+00:00,,,,,,False,False
ase-abc9fc15,FLORINDA VASCO LOBO ESCUDERO,1868571795,0997160510,ftellez@example.com,2025-12-20T09:47:46.51932+00:00,,,,,,False,False
ase-fc4c223c,PABLO SEBASTIAN MÍNGUEZ MONTESINOS,0787388337,0986377985,cuevasnarciso@example.com,2025-10-10T09:47:46.51932+00:00,,,,,,False,False
ase-bb05cfa7,JOAQUINA ANA SOFÍA MALDONADO PÉREZ,1768526649,0980056749,sanzchus@example.com,2025-05-27T09:47:46.51932+00:00,,,,,,False,False
ase-f3344109,JOSÉ ANTONIO MOISÉS CARMONA QUINTERO,0636445607,0992221244,sevillaseveriano@example.org,2025-07-12T09:47:46.51932+00:00,,,,,,False,False
ase-6657b2c8,GODOFREDO AURA PARDO VALENTÍN,0999152472,0991079674,naznar@example.com,2025-04-04T09:47:46.51932+00:00,,,,,,False,False
ase-6f12f5c5,CARMELA ELEUTERIO MAESTRE RÍOS,1899038359,0984181731,bcarrion@example.net,2025-02-14T09:47:46.51932+00:00,,,,,,False,False
ase-9c6c75fc,EMELINA NEREA HERAS CUADRADO,1178064830,0990377871,carmen08@example.com,2025-03-13T09:47:46.51932+00:00,,,,,,False,False
ase-545ef3ef,CIRO JAFET CARBALLO SERRANO,0753779528,0993502316,correaandrea@example.net,2025-02-26T09:47:46.51932+00:00,,,,,,False,False
ase-25910297,LUPE ARACELI LLANO RIBES,1184411983,0984271069,psureda@example.com,2025-11-11T09:47:46.51932+00:00,,,,,,False,False
ase-3e10613a,CARMEN ESPIRIDIÓN PLA FARRÉ,0799245317,0992722004,rosariobanos@example.com,2025-03-08T09:47:46.51932+00:00,,,,,,False,False
ase-a5f96933,MARÍA TERESA MONTSERRAT RIBERA NIETO,0192613013,0999096003,otilia04@example.net,2025-09-16T09:47:46.51932+00:00,,,,,,False,False
ase-32af202f,MARC PILAR TOVAR COMAS,0783542887,0980013621,wtome@example.com,2025-09-15T09:47:46.51932+00:00,,,,,,False,False
ase-361cf53a,CARMINA MARÍA CARMEN PI SARABIA,1138210242,0994424652,ruth33@example.net,2025-04-27T09:47:46.51932+00:00,,,,,,False,False
ase-4ad1dd95,RODOLFO JOAQUÍN REIG ARRANZ,1872409658,0994823878,marcela76@example.com,2025-07-06T09:47:46.51932+00:00,,,,,,False,False
ase-773fb15c,GRACIA MÓNICA CORNEJO VALBUENA,1378608612,0995877493,casesani@example.net,2025-02-06T09:47:46.51932+00:00,,,,,,False,False
ase-6d9a0ecd,NATANAEL RUTH CABRERA SACRISTÁN,0198429450,0982845266,zorrillavisitacion@example.com,2025-09-25T09:47:46.51932+00:00,,,,,,False,False
ase-ab2c5ca4,ALBINO LORENZA COBOS REDONDO,0699100953,0991247051,carlitosoria@example.com,2026-01-01T09:47:46.51932+00:00,,,,,,False,False
ase-f62ab778,NILO ESTRELLA PUGA BERNAT,1351663795,0987537689,reyes86@example.com,2025-11-08T09:47:46.51932+00:00,,,,,,False,False
ase-be4b0a5f,EUGENIA LINA TORRENTS ARAUJO,0113278320,0981550675,guitartevangelina@example.net,2025-10-15T09:47:46.51932+00:00,,,,,,False,False
ase-6f46e6bb,ÁFRICA LUCIO GORDILLO BOTELLA,1292043803,0982443709,wcabello@example.net,2025-06-29T09:47:46.51932+00:00,,,,,,False,False
ase-b4d69f4d,JULIANA SALUD CABRERA SALCEDO,0794525678,0999316310,joaquinamari@example.org,2025-11-10T09:47:46.51932+00:00,,,,,,False,False
ase-cf5ad489,ARTURO MORENO BARBA MARCOS,0776354180,0993410124,reinaldo62@example.org,2025-10-16T09:47:46.51932+00:00,,,,,,False,False
ase-8756dd0d,BERNARDA SERGIO ESCOLANO DOMÍNGUEZ,0198054615,0980186053,cayetanopineiro@example.net,2025-01-29T09:47:46.51932+00:00,,,,,,False,False
ase-894b76d8,ISABELA JOSE ANGEL VALENCIANO CLEMENTE,0967062156,0987343090,inigoizquierdo@example.com,2025-11-19T09:47:46.51932+00:00,,,,,,False,False
ase-0b049f0b,JOSÉ MARI GRISELDA AGUSTÍ SOLA,0672350830,0981685049,ines82@example.org,2025-05-08T09:47:46.51932+00:00,,,,,,False,False
ase-c7752678,VASCO ONOFRE MARTÍNEZ RODRIGO,1326288475,0995316317,yago43@example.com,2025-12-11T09:47:46.51932+00:00,,,,,,False,False
ase-15391f11,REYNA ALMUDENA CAMPILLO GÁLVEZ,1299600766,0997821828,kpalomar@example.com,2025-05-07T09:47:46.51932+00:00,,,,,,False,False
ase-56ea1d47,JUANA MANOLO ALMEIDA PRIEGO,1869401199,0996937544,adan90@example.net,2025-07-14T09:47:46.51932+00:00,,,,,,False,False
ase-3e14641d,MARCIA ANABEL MACÍAS GRAU,0669849511,0985340453,isidoro39@example.com,2025-02-02T09:47:46.51932+00:00,,,,,,False,False
ase-39a82d2d,IRENE MARISOL CERRO CABALLERO,1270407340,0988697025,mendizabalmodesta@example.com,2025-01-29T09:47:46.51932+00:00,,,,,,False,False
ase-34e57fd1,ANASTASIO CRUZ PATIÑO CATALÁ,1395585469,0989305024,marqueznacho@example.net,2025-01-21T09:47:46.51932+00:00,,,,,,False,False
ase-81f2ae60,SEVERO GABINO FONT CATALÁN,0675041510,0988027759,bernarda84@example.org,2025-09-30T09:47:46.520321+00:00,,,,,,False,False
ase-5e1030f2,JOSÉ ÁNGEL XIOMARA TIRADO MARQUEZ,1220399639,0989587445,nilda17@example.org,2025-10-20T09:47:46.520321+00:00,,,,,,False,False
ase-f93d6cee,EPIFANIO MARISELA GONZALEZ PUERTA,1155076693,0990727672,cipriano60@example.com,2025-05-17T09:47:46.520321+00:00,,,,,,False,False
ase-daea003d,BRUNILDA DUILIO SANZ PEDROSA,0928572252,0985061037,daniela65@example.org,2025-10-22T09:47:46.520321+00:00,,,,,,False,False
ase-7c7d22d9,IMELDA JOAQUÍN SOTO AMAYA,0730509175,0987179067,yolanda93@example.net,2026-01-16T09:47:46.520321+00:00,,,,,,False,False
ase-4dbee82d,BERNARDINO FABIOLA SIMÓ MATAS,0764707061,0991102537,icarnero@example.org,2025-05-16T09:47:46.520321+00:00,,,,,,False,False
ase-ed6db3d4,ANSELMO MARCO UGARTE CARMONA,1265804273,0982089290,guitartsusana@example.net,2025-11-04T09:47:46.520321+00:00,,,,,,False,False
ase-3359215c,ELPIDIO ROMÁN SANTIAGO PELÁEZ,0762274692,0999598452,acortes@example.net,2025-02-26T09:47:46.520321+00:00,,,,,,False,False
ase-c662ad65,CONRADO PERLA TOVAR RAYA,1787267850,0992763469,anacleto53@example.com,2025-06-18T09:47:46.520321+00:00,,,,,,False,False
ase-468294ef,VICTOR JONATAN PAREJA CABEZAS,1757212267,0990019777,candelas50@example.com,2025-01-28T09:47:46.520321+00:00,,,,,,False,False
ase-89bec944,LEONCIO GOYO CARVAJAL SANZ,0766240084,0998059685,garayfelisa@example.net,2025-01-31T09:47:46.520321+00:00,,,,,,False,False
ase-02b08c42,EDELMIRA ALFONSO AYUSO MÚGICA,0690967191,0987400050,edgardofuertes@example.org,2025-06-13T09:47:46.520321+00:00,,,,,,False,False
ase-60244316,PAULA MARÍA DEL CARMEN GALAN GARZÓN,1346632757,0994624228,nandocoloma@example.net,2025-06-14T09:47:46.520321+00:00,,,,,,False,False
ase-8eebf6c5,ABILIO LEONEL COCA CASTILLO,1762191530,0991278635,nazaret21@example.net,2025-03-12T09:47:46.520321+00:00,,,,,,False,False
ase-84f06bbf,ROXANA AMANCIO CATALÁ ALCOLEA,0732151928,0995683010,montserrat39@example.com,2025-12-14T09:47:46.520321+00:00,,,,,,False,False
ase-a31977bf,ALCIDES FÉLIX LARA BADÍA,0613619375,0993221125,manuelarobledo@example.net,2025-04-20T09:47:46.520321+00:00,,,,,,False,False
ase-2b3f003e,DANILO MARCIA BARTOLOMÉ TAMAYO,1721267237,0994381858,gparedes@example.net,2025-12-10T09:47:46.520321+00:00,,,,,,False,False
ase-928b88a2,CÉSAR VITO VARA GIRALT,1234391257,0981687272,vazquezmarcial@example.com,2025-10-07T09:47:46.520321+00:00,,,,,,False,False
ase-7a9c058c,FERNANDA AMÉRICO BARRERA TEJERO,0753936531,0987102140,rroldan@example.org,2025-06-30T09:47:46.520321+00:00,,,,,,False,False
ase-e4b53b40,AMOR LETICIA SALCEDO BELTRÁN,1855298556,0992721364,montserratema@example.org,2025-09-28T09:47:46.520321+00:00,,,,,,False,False
